,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
2,3.0,2014/2015,Aston Villa,17,798,0,1,1.47,2.03,1.07+1.07,2.29+1.29,0.12,0.26,Jack Grealish,EPL,M
3,,,,69,4864,9,7,1.89,2.26,8.51-0.49,10.57+3.57,0.16,0.2,Jack Grealish,EPL,M
0,1.0,2019/2020,Manchester United,21,1586,0,2,0.4,0.85,0.23+0.23,0.89-1.11,0.01,0.05,Nemanja Matic,EPL,M
1,2.0,2018/2019,Manchester United,28,2450,1,0,0.44,0.48,1.71+0.71,0.56+0.56,0.06,0.02,Nemanja Matic,EPL,M
2,3.0,2017/2018,Manchester United,36,3121,1,1,0.52,0.66,0.45-0.55,1.39+0.39,0.01,0.04,Nemanja Matic,EPL,M
3,4.0,2016/2017,Chelsea,35,2699,1,7,0.67,0.87,1.13+0.13,3.06-3.94,0.04,0.1,Nemanja Matic,EPL,M
4,5.0,2015/2016,Chelsea,33,2426,2,2,1.26,0.7,2.51+0.51,2.06+0.06,0.09,0.08,Nemanja Matic,EPL,M
5,6.0,2014/2015,Chelsea,36,3124,1,3,0.84,0.69,2.80+1.80,2.38-0.62,0.08,0.07,Nemanja Matic,EPL,M
6,,,,189,15406,6,15,0.7,0.7,8.83+2.83,10.35-4.65,0.05,0.06,Nemanja Matic,EPL,M
0,1.0,2019/2020,Leicester,33,2045,8,4,2.07,1.23,6.56-1.44,4.09+0.09,0.29,0.18,Ayoze Pérez,EPL,M
1,2.0,2018/2019,Newcastle United,37,2950,12,2,1.68,1.37,8.29-3.71,4.03+2.03,0.25,0.12,Ayoze Pérez,EPL,M
2,3.0,2017/2018,Newcastle United,36,2502,8,5,2.16,1.29,6.86-1.14,5.45+0.45,0.25,0.2,Ayoze Pérez,EPL,M
3,4.0,2015/2016,Newcastle United,34,2046,6,2,2.2,1.32,3.80-2.20,2.89+0.89,0.17,0.13,Ayoze Pérez,EPL,M
4,5.0,2014/2015,Newcastle United,36,2369,7,0,2.32,1.06,5.75-1.25,2.90+2.90,0.22,0.11,Ayoze Pérez,EPL,M
5,,,,176,11912,41,13,2.06,1.26,31.26-9.74,19.37+6.37,0.24,0.15,Ayoze Pérez,EPL,M
0,1.0,2019/2020,Wolverhampton Wanderers,38,2793,4,0,0.64,0.29,2.64-1.36,0.72+0.72,0.09,0.02,Leander Dendoncker,EPL,M
1,2.0,2018/2019,Wolverhampton Wanderers,19,1474,2,0,1.04,0.43,4.17+2.17,1.29+1.29,0.25,0.08,Leander Dendoncker,EPL,M
2,,,,57,4267,6,0,0.78,0.34,6.80+0.80,2.00+2.00,0.14,0.04,Leander Dendoncker,EPL,M
0,1.0,2019/2020,Southampton,30,1711,5,3,2.42,0.95,3.11-1.89,2.01-0.99,0.16,0.11,Stuart Armstrong,EPL,M
1,2.0,2018/2019,Southampton,29,1424,3,2,2.02,1.83,2.12-0.88,1.65-0.35,0.13,0.1,Stuart Armstrong,EPL,M
2,,,,59,3135,8,5,2.24,1.35,5.23-2.77,3.66-1.34,0.15,0.11,Stuart Armstrong,EPL,M
0,1.0,2019/2020,Aston Villa,29,1836,0,0,0.34,0.59,0.13+0.13,0.55+0.55,0.01,0.03,Marvelous Nakamba,EPL,M
1,,,,29,1836,0,0,0.34,0.59,0.13+0.13,0.55+0.55,0.01,0.03,Marvelous Nakamba,EPL,M
0,1.0,2019/2020,Brighton,31,2095,2,2,1.42,1.68,2.52+0.52,3.75+1.75,0.11,0.16,Aaron Mooy,EPL,M
1,2.0,2018/2019,Huddersfield,29,2326,3,1,1.66,1.66,2.42-0.58,2.75+1.75,0.09,0.11,Aaron Mooy,EPL,M
2,3.0,2017/2018,Huddersfield,36,3077,4,3,0.85,1.46,2.86-1.14,4.15+1.15,0.08,0.12,Aaron Mooy,EPL,M
3,,,,96,7498,9,6,1.26,1.58,7.80-1.20,10.64+4.64,0.09,0.13,Aaron Mooy,EPL,M
0,1.0,2019/2020,Arsenal,24,1744,0,1,0.57,0.62,0.53+0.53,1.06+0.06,0.03,0.05,Matteo Guendouzi,EPL,M
1,2.0,2018/2019,Arsenal,33,2132,0,0,0.68,0.72,0.48+0.48,1.50+1.50,0.02,0.06,Matteo Guendouzi,EPL,M
2,3.0,2016/2017,Lorient,8,414,0,0,1.3,0.0,0.18+0.18,0.00,0.04,0.0,Matteo Guendouzi,EPL,M
3,,,,65,4290,0,1,0.69,0.61,1.19+1.19,2.57+1.57,0.02,0.05,Matteo Guendouzi,EPL,M
0,1.0,2019/2020,Leicester,36,2094,6,8,2.62,1.5,8.48+2.48,4.09-3.91,0.36,0.18,Harvey Barnes,EPL,M
1,2.0,2018/2019,Leicester,16,1014,1,2,3.55,1.51,3.62+2.62,1.93-0.07,0.32,0.17,Harvey Barnes,EPL,M
2,3.0,2017/2018,Leicester,3,5,0,0,18.0,0.0,0.05+0.05,0.00,0.98,0.0,Harvey Barnes,EPL,M
3,,,,55,3113,7,10,2.95,1.5,12.16+5.16,6.02-3.98,0.35,0.17,Harvey Barnes,EPL,M
0,1.0,2019/2020,Chelsea,22,1733,3,0,0.93,1.4,1.54-1.46,1.52+1.52,0.08,0.08,N'Golo Kanté,EPL,M
1,2.0,2018/2019,Chelsea,36,3103,4,4,0.84,1.33,3.03-0.97,3.73-0.27,0.09,0.11,N'Golo Kanté,EPL,M
2,3.0,2017/2018,Chelsea,34,3005,1,1,0.75,1.23,0.73-0.27,3.63+2.63,0.02,0.11,N'Golo Kanté,EPL,M
3,4.0,2016/2017,Chelsea,35,3141,1,1,0.77,0.63,2.17+1.17,1.88+0.88,0.06,0.05,N'Golo Kanté,EPL,M
4,5.0,2015/2016,Leicester,37,3011,1,4,0.63,0.9,0.56-0.44,2.73-1.27,0.02,0.08,N'Golo Kanté,EPL,M
5,6.0,2014/2015,Caen,37,3185,2,5,0.99,1.27,1.59-0.41,2.50-2.50,0.05,0.07,N'Golo Kanté,EPL,M
6,,,,201,17178,12,15,0.81,1.11,9.63-2.37,15.99+0.99,0.05,0.08,N'Golo Kanté,EPL,M
0,1.0,2019/2020,Manchester United,27,1771,3,1,1.47,0.81,2.02-0.98,1.43+0.43,0.1,0.07,Scott McTominay,EPL,M
1,2.0,2018/2019,Manchester United,16,852,2,0,1.58,0.11,1.59-0.41,0.02+0.02,0.17,0.0,Scott McTominay,EPL,M
2,3.0,2017/2018,Manchester United,13,627,0,0,0.14,0.29,0.04+0.04,0.04+0.04,0.01,0.01,Scott McTominay,EPL,M
3,4.0,2016/2017,Manchester United,2,94,0,0,0.96,0.96,0.04+0.04,0.15+0.15,0.03,0.15,Scott McTominay,EPL,M
4,,,,58,3344,5,1,1.24,0.54,3.68-1.32,1.64+0.64,0.1,0.04,Scott McTominay,EPL,M
0,1.0,2019/2020,Southampton,30,1865,0,0,0.39,0.92,0.20+0.20,1.72+1.72,0.01,0.08,Oriol Romeu,EPL,M
1,2.0,2018/2019,Southampton,31,2155,1,0,0.42,0.38,0.96-0.04,1.71+1.71,0.04,0.07,Oriol Romeu,EPL,M
2,3.0,2017/2018,Southampton,34,2911,1,0,0.83,0.68,2.58+1.58,1.66+1.66,0.08,0.05,Oriol Romeu,EPL,M
3,4.0,2016/2017,Southampton,35,3071,1,0,0.82,0.5,1.81+0.81,1.18+1.18,0.05,0.03,Oriol Romeu,EPL,M
4,5.0,2015/2016,Southampton,29,1598,1,0,1.58,0.62,1.76+0.76,1.01+1.01,0.1,0.06,Oriol Romeu,EPL,M
5,6.0,2014/2015,VfB Stuttgart,27,1858,0,0,0.58,0.24,0.41+0.41,0.15+0.15,0.02,0.01,Oriol Romeu,EPL,M
6,,,,186,13458,4,0,0.76,0.56,7.71+3.71,7.43+7.43,0.05,0.05,Oriol Romeu,EPL,M
0,1.0,2019/2020,Newcastle United,26,1896,3,4,2.18,1.57,2.94-0.06,4.33+0.33,0.14,0.21,Allan Saint-Maximin,EPL,M
1,2.0,2018/2019,Nice,34,2928,6,3,2.31,1.75,7.45+1.45,6.64+3.64,0.23,0.2,Allan Saint-Maximin,EPL,M
2,3.0,2017/2018,Nice,30,2278,3,7,1.54,1.78,3.19+0.19,4.45-2.55,0.13,0.18,Allan Saint-Maximin,EPL,M
3,4.0,2017/2018,Monaco,1,14,0,0,0.0,6.43,0.00,0.33+0.33,0.0,2.1,Allan Saint-Maximin,EPL,M
4,5.0,2016/2017,SC Bastia,33,2624,3,2,2.33,1.68,2.83-0.17,5.36+3.36,0.1,0.18,Allan Saint-Maximin,EPL,M
5,6.0,2015/2016,Hannover 96,16,421,1,0,1.5,1.07,0.33-0.67,0.45+0.45,0.07,0.1,Allan Saint-Maximin,EPL,M
6,7.0,2014/2015,Saint-Etienne,9,419,0,2,2.36,1.72,0.25+0.25,1.11-0.89,0.05,0.24,Allan Saint-Maximin,EPL,M
7,,,,149,10580,16,18,2.09,1.68,17.00+1.00,22.67+4.67,0.14,0.19,Allan Saint-Maximin,EPL,M
0,1.0,2019/2020,Tottenham,30,2511,11,10,2.9,1.47,9.70-1.30,6.72-3.28,0.35,0.24,Son Heung-Min,EPL,M
1,2.0,2018/2019,Tottenham,31,2061,12,6,3.23,1.44,8.36-3.64,3.97-2.03,0.37,0.17,Son Heung-Min,EPL,M
2,3.0,2017/2018,Tottenham,37,2315,12,6,2.92,1.48,11.02-0.98,6.59+0.59,0.43,0.26,Son Heung-Min,EPL,M
3,4.0,2016/2017,Tottenham,34,2069,14,6,3.48,1.87,7.77-6.23,4.70-1.30,0.34,0.2,Son Heung-Min,EPL,M
4,5.0,2015/2016,Tottenham,28,1110,4,1,3.08,1.46,4.18+0.18,0.77-0.23,0.34,0.06,Son Heung-Min,EPL,M
5,6.0,2015/2016,Bayer Leverkusen,1,65,0,0,2.77,0.0,0.42+0.42,0.00,0.58,0.0,Son Heung-Min,EPL,M
6,7.0,2014/2015,Bayer Leverkusen,30,2305,11,2,2.46,1.52,5.34-5.66,2.73+0.73,0.21,0.11,Son Heung-Min,EPL,M
7,,,,191,12436,64,31,2.99,1.53,46.78-17.22,25.48-5.52,0.34,0.18,Son Heung-Min,EPL,M
0,1.0,2019/2020,Watford,28,2038,5,4,1.9,1.1,5.97+0.97,4.35+0.35,0.26,0.19,Ismaila Sarr,EPL,M
1,2.0,2018/2019,Rennes,35,2809,8,6,1.73,1.25,5.95-2.05,7.30+1.30,0.19,0.23,Ismaila Sarr,EPL,M
2,3.0,2017/2018,Rennes,24,1870,5,3,1.97,0.82,4.10-0.90,2.72-0.28,0.2,0.13,Ismaila Sarr,EPL,M
3,4.0,2016/2017,Metz,31,1941,5,1,1.3,1.16,2.16-2.84,2.67+1.67,0.1,0.12,Ismaila Sarr,EPL,M
4,,,,118,8658,23,14,1.73,1.1,18.18-4.82,17.04+3.04,0.19,0.18,Ismaila Sarr,EPL,M
0,1.0,2019/2020,Manchester City,31,2006,2,1,1.44,1.53,4.35+2.35,2.92+1.92,0.2,0.13,Ilkay Gündogan,EPL,M
1,2.0,2018/2019,Manchester City,31,2133,6,3,1.81,1.81,4.21-1.79,4.97+1.97,0.18,0.21,Ilkay Gündogan,EPL,M
2,3.0,2017/2018,Manchester City,30,1504,4,1,2.09,1.26,3.58-0.42,2.35+1.35,0.21,0.14,Ilkay Gündogan,EPL,M
3,4.0,2016/2017,Manchester City,10,717,3,1,2.01,1.51,1.92-1.08,0.98-0.02,0.24,0.12,Ilkay Gündogan,EPL,M
4,5.0,2015/2016,Borussia Dortmund,25,1998,1,3,2.25,1.13,3.78+2.78,4.10+1.10,0.17,0.18,Ilkay Gündogan,EPL,M
5,6.0,2014/2015,Borussia Dortmund,23,1913,3,4,1.88,1.32,2.23-0.77,3.23-0.77,0.1,0.15,Ilkay Gündogan,EPL,M
6,,,,150,10271,19,13,1.89,1.43,20.08+1.08,18.54+5.54,0.18,0.16,Ilkay Gündogan,EPL,M
0,1.0,2019/2020,Manchester United,33,2291,3,6,1.65,1.02,3.60+0.60,4.26-1.74,0.14,0.17,Daniel James,EPL,M
1,,,,33,2291,3,6,1.65,1.02,3.60+0.60,4.26-1.74,0.14,0.17,Daniel James,EPL,M
0,1.0,2019/2020,Burnley,24,1944,2,2,1.02,0.65,2.10+0.10,1.38-0.62,0.1,0.06,Jeff Hendrick,EPL,M
1,2.0,2018/2019,Burnley,32,2089,3,0,0.82,0.52,1.79-1.21,1.07+1.07,0.08,0.05,Jeff Hendrick,EPL,M
2,3.0,2017/2018,Burnley,34,2363,2,2,0.99,0.99,2.09+0.09,2.70+0.70,0.08,0.1,Jeff Hendrick,EPL,M
3,4.0,2016/2017,Burnley,32,2698,2,1,1.03,0.43,1.31-0.69,0.65-0.35,0.04,0.02,Jeff Hendrick,EPL,M
4,,,,122,9094,9,5,0.97,0.64,7.30-1.70,5.80+0.80,0.07,0.06,Jeff Hendrick,EPL,M
0,1.0,2019/2020,Chelsea,31,2086,1,3,0.91,1.21,0.97-0.03,1.85-1.15,0.04,0.08,Mateo Kovacic,EPL,M
1,2.0,2018/2019,Chelsea,32,1756,0,2,1.44,1.28,2.02+2.02,2.01+0.01,0.1,0.1,Mateo Kovacic,EPL,M
2,3.0,2017/2018,Real Madrid,21,982,0,1,0.82,0.92,0.35+0.35,0.67-0.33,0.03,0.06,Mateo Kovacic,EPL,M
3,4.0,2016/2017,Real Madrid,27,1688,1,3,0.75,0.91,0.90-0.10,2.23-0.77,0.05,0.12,Mateo Kovacic,EPL,M
4,5.0,2015/2016,Real Madrid,25,1022,0,2,0.88,1.59,1.00+1.00,1.71-0.29,0.09,0.15,Mateo Kovacic,EPL,M
5,6.0,2014/2015,Inter,35,2462,5,3,1.5,2.27,3.31-1.69,4.30+1.30,0.12,0.16,Mateo Kovacic,EPL,M
6,,,,171,9996,7,14,1.11,1.44,8.55+1.55,12.77-1.23,0.08,0.12,Mateo Kovacic,EPL,M
0,1.0,2019/2020,Everton,30,2025,1,0,0.76,0.27,1.64+0.64,0.53+0.53,0.07,0.02,Tom Davies,EPL,M
1,2.0,2018/2019,Everton,16,973,0,0,0.65,0.46,0.31+0.31,0.59+0.59,0.03,0.05,Tom Davies,EPL,M
2,3.0,2017/2018,Everton,33,1901,2,1,0.99,0.47,1.48-0.52,0.65-0.35,0.07,0.03,Tom Davies,EPL,M
3,4.0,2016/2017,Everton,24,1540,2,3,0.82,0.76,1.40-0.60,1.97-1.03,0.08,0.11,Tom Davies,EPL,M
4,5.0,2015/2016,Everton,2,94,0,0,0.96,0.0,0.05+0.05,0.00,0.05,0.0,Tom Davies,EPL,M
5,,,,105,6533,5,4,0.83,0.47,4.89-0.11,3.74-0.26,0.07,0.05,Tom Davies,EPL,M
0,1.0,2019/2020,West Ham,36,2190,2,5,1.48,0.78,2.64+0.64,2.30-2.70,0.11,0.09,Pablo Fornals,EPL,M
1,2.0,2018/2019,Villarreal,35,2486,2,3,2.06,1.67,3.92+1.92,5.41+2.41,0.14,0.2,Pablo Fornals,EPL,M
2,3.0,2017/2018,Villarreal,35,2625,3,12,1.75,1.78,3.14+0.14,9.29-2.71,0.11,0.32,Pablo Fornals,EPL,M
3,4.0,2016/2017,Malaga,32,2677,6,2,1.38,1.24,2.40-3.60,2.60+0.60,0.08,0.09,Pablo Fornals,EPL,M
4,5.0,2015/2016,Malaga,27,1276,1,0,1.55,0.92,1.44+0.44,0.48+0.48,0.1,0.03,Pablo Fornals,EPL,M
5,,,,165,11254,14,22,1.66,1.34,13.54-0.46,20.08-1.92,0.11,0.16,Pablo Fornals,EPL,M
0,1.0,2019/2020,Liverpool,28,2063,2,3,0.52,0.83,0.31-1.69,1.68-1.32,0.01,0.07,Fabinho,EPL,M
1,2.0,2018/2019,Liverpool,28,2006,1,2,0.76,0.72,1.14+0.14,1.31-0.69,0.05,0.06,Fabinho,EPL,M
2,3.0,2017/2018,Monaco,34,3060,7,3,0.74,1.06,5.17-1.83,4.25+1.25,0.15,0.13,Fabinho,EPL,M
3,4.0,2016/2017,Monaco,37,3067,9,1,0.91,0.97,7.34-1.66,2.56+1.56,0.22,0.08,Fabinho,EPL,M
